Property,Property Name,Date,Period,Person/Description,Control,Reference,Debit,Credit,Balance,Remarks,ledgerAccount,Source,Person/Description
fla,FOUR LAKES APARTMENTS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010245,0422Mktg.fla,819,0,51192,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
glarun,GLACIER RUN PARTNERS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010246,0422Mktg.glarun,840,0,52032,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
glarun2,GLACIER RUN PARTNERS II L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010247,0422Mktg.glarun2,504,0,52536,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
mainapt,MAIN APARTMENTS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010248,0422Mktg.mainapt,378,0,52914,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010249,0422Mktg.monticl2,374.5,0,53288.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
pal,PALERMO AT LAKELAND L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010250,0422Mktg.pal,1267,0,54555.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
renwood,RENWOOD LLC,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010251,0422Mktg.renwood,651,0,55206.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010252,0422Mktg.rpa,1326.5,0,56533,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
saffron,SAFFRON (RESIDENTIAL),2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010253,0422Mktg.saffron,346.5,0,56879.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010254,0422Mktg.sta,819,0,57698.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010255,0422Mktg.sta2,567,0,58265.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010256,0422Mktg.stthph1,315,0,58580.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010257,0422Mktg.stthph2,280,0,58860.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
wactbpr,WASHINGTON COURT FLATS L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010258,0422Mktg.wactbpr,112,0,58972.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010259,0422Mktg.wactsf,147,0,59119.5,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
wactvsr,WASHINGTON COURT VILLAGE SQUARE L.L.C.,2022-04-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1010260,0422Mktg.wactvsr,31.5,0,59151,44652 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
aspen,ASPEN GLADE APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017216,0522Mktg.aspen,294,0,59445,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
aster,ASTER TOWNHOMES L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017217,0522Mktg.aster,189,0,59634,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
beryl,BERYL APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017218,0522Mktg.beryl,308,0,59942,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
black,BLACK LAKE APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017219,0522Mktg.black,1109.5,0,61051.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
boxcar,BOXCAR APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017220,0522Mktg.boxcar,507.5,0,61559,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
chinook,CHINOOK PARK APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017221,0522Mktg.chinook,472.5,0,62031.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
cobble,COBBLE COURT APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017222,0522Mktg.cobble,1221.5,0,63253,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
dwell,DWELL AT KENT STATION L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017223,0522Mktg.dwell,539,0,63792,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
edition,EDITION-BOTHELL L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017224,0522Mktg.edition,472.5,0,64264.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
fla,FOUR LAKES APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017225,0522Mktg.fla,819,0,65083.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
glarun,GLACIER RUN PARTNERS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017226,0522Mktg.glarun,840,0,65923.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
glarun2,GLACIER RUN PARTNERS II L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017227,0522Mktg.glarun2,504,0,66427.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
mainapt,MAIN APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017228,0522Mktg.mainapt,378,0,66805.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
monticl2,"MONTICELLO APARTMENTS II, LLC",2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017229,0522Mktg.monticl2,374.5,0,67180,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
pal,PALERMO AT LAKELAND L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017230,0522Mktg.pal,1267,0,68447,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
renwood,RENWOOD LLC,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017231,0522Mktg.renwood,651,0,69098,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
rpa,RIVERSIDE PARK APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017232,0522Mktg.rpa,1326.5,0,70424.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
saffron,SAFFRON (RESIDENTIAL),2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017233,0522Mktg.saffron,346.5,0,70771,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
sta,SAWYER TRAIL APARTMENTS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017234,0522Mktg.sta,819,0,71590,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
sta2,SAWYER TRAIL APARTMENTS II L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017235,0522Mktg.sta2,567,0,72157,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
stthph1,SAWYER TRAIL TOWNHOMES PHASE I L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017236,0522Mktg.stthph1,315,0,72472,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
stthph2,SAWYER TRAIL TOWNHOMES PHASE II L.L.C,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017237,0522Mktg.stthph2,280,0,72752,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
wactbpr,WASHINGTON COURT FLATS L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017238,0522Mktg.wactbpr,112,0,72864,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017239,0522Mktg.wactsf,147,0,73011,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
wactvsr,WASHINGTON COURT VILLAGE SQUARE L.L.C.,2022-05-31 00:00:00 UTC,2022-05-01 00:00:00 UTC,TARRAGON PROPERTY SERVICES L.L.C. (ta225a),P-1017240,0522Mktg.wactvsr,31.5,0,73042.5,44682 Marketing,Marketing,,TARRAGON PROPERTY SERVICES L.L.C. (ta225a)
edition,EDITION-BOTHELL L.L.C.,2020-10-01 00:00:00 UTC,2021-07-01 00:00:00 UTC,"KNOCK, INC. (kn994a)",P-948121,2020-47260-Edition,10,0,58485.79,Prospect Management Serv. : Inv. Balance 2020-10,Website Expense,,"KNOCK, INC. (kn994a)"
glarun,GLACIER RUN PARTNERS L.L.C.,2021-05-02 00:00:00 UTC,2021-07-01 00:00:00 UTC,"CORLISS, MICHAEL (co180a)",P-949627,none-050221,9.26,0,58495.05,GODADDY.COM REIM,Website Expense,,"CORLISS, MICHAEL (co180a)"
wactsf,WASHINGTON COURT RESIDENTIAL L.L.C.,2021-07-26 00:00:00 UTC,2021-07-01 00:00:00 UTC,Deposit TPS Check 15342 VSR reimbursements,J-570081,Deposit TPS Ck 15342,0,17.06,58477.99,VSR 1/2021 RealPage Inv I2012097882- active bldg,Website Expense,,Deposit TPS Check 15342 VSR reimbursements
aspen,ASPEN GLADE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574053,0821-1021Yardi.aspen,229.53,0,58707.52,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
aspen,ASPEN GLADE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574053,0821-1021Yardi.aspen,206.58,0,58914.1,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
aspen,ASPEN GLADE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574053,0821-1021Yardi.aspen,114.77,0,59028.87,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
aster,ASTER TOWNHOMES L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574054,0821-1021Yardi.aster,147.56,0,59176.43,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
aster,ASTER TOWNHOMES L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574054,0821-1021Yardi.aster,132.8,0,59309.23,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
aster,ASTER TOWNHOMES L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574054,0821-1021Yardi.aster,73.78,0,59383.01,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
beryl,BERYL APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574055,0821-1021Yardi.beryl,240.46,0,59623.47,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
beryl,BERYL APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574055,0821-1021Yardi.beryl,216.41,0,59839.88,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
beryl,BERYL APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574055,0821-1021Yardi.beryl,120.23,0,59960.11,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574056,0821-1021Yardi.black,866.2,0,60826.31,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574056,0821-1021Yardi.black,779.58,0,61605.89,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
black,BLACK LAKE APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574056,0821-1021Yardi.black,433.1,0,62038.99,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
boxcar,BOXCAR APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574057,0821-1021Yardi.boxcar,396.21,0,62435.2,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
boxcar,BOXCAR APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574057,0821-1021Yardi.boxcar,356.59,0,62791.79,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
boxcar,BOXCAR APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574057,0821-1021Yardi.boxcar,198.11,0,62989.9,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574058,0821-1021Yardi.chinook,368.89,0,63358.79,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574058,0821-1021Yardi.chinook,332,0,63690.79,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
chinook,CHINOOK PARK APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574058,0821-1021Yardi.chinook,184.44,0,63875.23,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574059,0821-1021Yardi.cobble,953.64,0,64828.87,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574059,0821-1021Yardi.cobble,858.28,0,65687.15,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
cobble,COBBLE COURT APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574059,0821-1021Yardi.cobble,476.82,0,66163.97,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
dwell,DWELL AT KENT STATION L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574060,0821-1021Yardi.dwell,420.81,0,66584.78,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
dwell,DWELL AT KENT STATION L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574060,0821-1021Yardi.dwell,378.72,0,66963.5,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
dwell,DWELL AT KENT STATION L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574060,0821-1021Yardi.dwell,210.4,0,67173.9,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
edition,EDITION-BOTHELL L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574061,0821-1021Yardi.edition,368.89,0,67542.79,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
edition,EDITION-BOTHELL L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574061,0821-1021Yardi.edition,332,0,67874.79,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
edition,EDITION-BOTHELL L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574061,0821-1021Yardi.edition,184.44,0,68059.23,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
fla,FOUR LAKES APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574062,0821-1021Yardi.fla,639.41,0,68698.64,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
fla,FOUR LAKES APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574062,0821-1021Yardi.fla,575.46,0,69274.1,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
fla,FOUR LAKES APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574062,0821-1021Yardi.fla,319.7,0,69593.8,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
glarun,GLACIER RUN PARTNERS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574065,0821-1021Yardi.mainapt,655.8,0,70249.6,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
glarun,GLACIER RUN PARTNERS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574065,0821-1021Yardi.mainapt,590.22,0,70839.82,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
glarun,GLACIER RUN PARTNERS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574065,0821-1021Yardi.mainapt,327.9,0,71167.72,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574064,0821-1021Yardi.glarun2,393.48,0,71561.2,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574064,0821-1021Yardi.glarun2,354.13,0,71915.33,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
glarun2,GLACIER RUN PARTNERS II L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574064,0821-1021Yardi.glarun2,196.74,0,72112.07,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
mainapt,MAIN APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574063,0821-1021Yardi.glarun,295.11,0,72407.18,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
mainapt,MAIN APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574063,0821-1021Yardi.glarun,265.6,0,72672.78,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
mainapt,MAIN APARTMENTS L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574063,0821-1021Yardi.glarun,147.56,0,72820.34,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574066,0821-1021Yardi.monticl2,292.38,0,73112.72,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574066,0821-1021Yardi.monticl2,263.14,0,73375.86,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
monticl2,"MONTICELLO APARTMENTS II, LLC",2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574066,0821-1021Yardi.monticl2,146.19,0,73522.05,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
pal,PALERMO AT LAKELAND L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574067,0821-1021Yardi.pal,989.17,0,74511.22,08/01-10/31/21 RentCafe Flex,Website Expense,,08/01/21-10/31/21 Yardi Fees
pal,PALERMO AT LAKELAND L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574067,0821-1021Yardi.pal,890.25,0,75401.47,08/01-10/31/21 RentCafe Portal,Website Expense,,08/01/21-10/31/21 Yardi Fees
pal,PALERMO AT LAKELAND L.L.C.,2021-08-01 00:00:00 UTC,2021-08-01 00:00:00 UTC,08/01/21-10/31/21 Yardi Fees,J-574067,0821-1021Yardi.pal,494.58,0,75896.05,08/01-10/31/21 ASP - Concierge,Website Expense,,08/01/21-10/31/21 Yardi Fees
